,Total On-Peak (kW),Total Off-Peak (kW),DP-CH-1 MAIN,DP-CH-2 MAIN,DP-CH-3 MAIN,DP-CH-4 MAIN,DP-CH-5 MAIN,Total kWh,Type_of_Peak
21/2/2023 21:45,180.24,,50.74,120.4,6.89,1.93,0.28,180.24,On-Peak
21/2/2023 22:00,,150.8,37.34,105.67,5.02,2.02,0.75,150.8,Off-Peak
21/2/2023 22:15,,121.74,5.95,108.68,5.02,1.91,0.18,121.74,Off-Peak
21/2/2023 22:30,,123.64,5.95,110.35,4.46,2.18,0.7,123.64,Off-Peak
21/2/2023 22:45,,122.16,5.46,109.64,5.01,1.86,0.19,122.16,Off-Peak
21/2/2023 23:00,,122.97,4.51,111.51,4.38,1.96,0.61,122.97,Off-Peak
21/2/2023 23:15,,125.73,4.71,113.67,4.97,2.11,0.27,125.73,Off-Peak
21/2/2023 23:30,,125.48,4.96,113.85,4.4,1.76,0.51,125.48,Off-Peak
21/2/2023 23:45,,125.8,4.93,113.25,4.93,2.33,0.36,125.8,Off-Peak
22/2/2023 0:00,,120.61,4.93,109.15,4.44,1.72,0.37,120.61,Off-Peak
22/2/2023 0:15,,119.94,4.95,107.59,4.96,2.01,0.43,119.94,Off-Peak
22/2/2023 0:30,,118,4.94,106.19,4.47,2.2,0.2,118,Off-Peak
22/2/2023 0:45,,119.53,5.39,107.06,4.76,1.64,0.68,119.53,Off-Peak
22/2/2023 1:00,,121.58,6.9,107.73,4.56,2.33,0.06,121.58,Off-Peak
22/2/2023 1:15,,120.71,6.37,107.07,4.64,1.8,0.83,120.71,Off-Peak
22/2/2023 1:30,,119.54,6.38,106.51,4.73,1.92,0,119.54,Off-Peak
22/2/2023 1:45,,120.23,6.33,106.2,4.56,2.34,0.8,120.23,Off-Peak
22/2/2023 2:00,,119,6.33,106.24,4.83,1.51,0.09,119,Off-Peak
22/2/2023 2:15,,119.9,6.32,106.09,4.46,2.39,0.64,119.9,Off-Peak
22/2/2023 2:30,,119.64,6.33,106.15,5.02,1.87,0.27,119.64,Off-Peak
22/2/2023 2:45,,119.4,6.33,106.38,4.36,1.87,0.46,119.4,Off-Peak
22/2/2023 3:00,,120.2,6.36,105.99,5,2.42,0.43,120.2,Off-Peak
22/2/2023 3:15,,118.41,6.32,106.01,4.38,1.39,0.31,118.41,Off-Peak
22/2/2023 3:30,,120.44,6.33,106.23,4.85,2.45,0.58,120.44,Off-Peak
22/2/2023 3:45,,119.81,6.34,106.92,4.54,1.86,0.15,119.81,Off-Peak
22/2/2023 4:00,,120.73,6.29,107.16,4.7,1.84,0.74,120.73,Off-Peak
22/2/2023 4:15,,121.57,6.3,108.11,4.7,2.46,0,121.57,Off-Peak
22/2/2023 4:30,,120.56,6.29,107.58,4.55,1.26,0.88,120.56,Off-Peak
22/2/2023 4:45,,120.99,6.3,107.38,4.86,2.42,0.03,120.99,Off-Peak
22/2/2023 5:00,,120.87,6.29,107.54,4.37,1.96,0.71,120.87,Off-Peak
22/2/2023 5:15,,124.01,6.32,110.71,5.03,1.76,0.19,124.01,Off-Peak
22/2/2023 5:30,,161.3,28.63,105.46,14.36,12.33,0.52,161.3,Off-Peak
22/2/2023 5:45,,618.48,93.49,151.98,133.84,203.31,35.86,618.48,Off-Peak
22/2/2023 6:00,,1179.56,98.09,50.23,316.85,545.96,168.43,1179.56,Off-Peak
22/2/2023 6:15,,1249.99,97.68,62.74,352.05,556.33,181.19,1249.99,Off-Peak
22/2/2023 6:30,,1183.97,97.89,62.93,333.1,520.23,169.82,1183.97,Off-Peak
22/2/2023 6:45,,1177.56,97.96,63.25,331.62,515.75,168.98,1177.56,Off-Peak
22/2/2023 7:00,,1174.92,98.02,62.82,328.71,517.29,168.08,1174.92,Off-Peak
22/2/2023 7:15,,1259.1,98.09,62.52,353.54,560.58,184.37,1259.1,Off-Peak
22/2/2023 7:30,,1248.39,98.1,63.16,351.09,553.95,182.09,1248.39,Off-Peak
22/2/2023 7:45,,1253.02,98.06,62.97,351.34,557.33,183.32,1253.02,Off-Peak
22/2/2023 8:00,,1263.56,98.31,62.42,355.65,561.6,185.58,1263.56,Off-Peak
22/2/2023 8:15,,1293.5,98.44,62.57,362.94,579.48,190.07,1293.5,Off-Peak
22/2/2023 8:30,,1323.64,98.53,62.72,378.82,581.44,202.13,1323.64,Off-Peak
22/2/2023 8:45,,1339.96,98.79,62.03,385.33,587.13,206.68,1339.96,Off-Peak
22/2/2023 9:00,1347.83,,98.87,62,385.92,593.06,207.98,1347.83,On-Peak
22/2/2023 9:15,1391.88,,99,62.63,396.56,615.61,218.08,1391.88,On-Peak
22/2/2023 9:30,1410.71,,99.27,62.41,402.96,623.93,222.14,1410.71,On-Peak
22/2/2023 9:45,1403.02,,99.21,61.96,401.87,618.41,221.57,1403.02,On-Peak
22/2/2023 10:00,1411.75,,99.2,62.48,402.59,624.9,222.58,1411.75,On-Peak
22/2/2023 10:15,1468.02,,99.2,62.49,414.03,660.29,232.01,1468.02,On-Peak
22/2/2023 10:30,1437.92,,99.37,51.25,405.31,656.59,225.4,1437.92,On-Peak
22/2/2023 10:45,1564.58,,99.44,127.26,410.38,696.65,230.85,1564.58,On-Peak
22/2/2023 11:00,1619.48,,99.48,190.12,408,694.17,227.71,1619.48,On-Peak
22/2/2023 11:15,1545.15,,99.41,138.64,402.94,680.14,224.02,1545.15,On-Peak
22/2/2023 11:30,1499.78,,99.19,29.19,418.66,717.32,235.42,1499.78,On-Peak
22/2/2023 11:45,1478.67,,98.88,61.93,416.49,667.54,233.83,1478.67,On-Peak
22/2/2023 12:00,1482.08,,98.97,61.53,417.94,669.39,234.25,1482.08,On-Peak
22/2/2023 12:15,1496.33,,99.06,61.19,419.27,681.46,235.35,1496.33,On-Peak
22/2/2023 12:30,1500.58,,99.12,61.55,423.15,679.87,236.89,1500.58,On-Peak
22/2/2023 12:45,1499.88,,99.13,61.74,423.16,678.46,237.39,1499.88,On-Peak
22/2/2023 13:00,1469.01,,99.13,61.18,416.74,658.44,233.52,1469.01,On-Peak
22/2/2023 13:15,1494,,99.1,61.23,423.74,672.01,237.92,1494,On-Peak
22/2/2023 13:30,1539.5,,99.12,61.67,440.95,690.4,247.36,1539.5,On-Peak
22/2/2023 13:45,1534.53,,99.2,61.43,439.29,688.74,245.87,1534.53,On-Peak
22/2/2023 14:00,1534.92,,99.07,61.06,438.61,692.18,244,1534.92,On-Peak
22/2/2023 14:15,1540.05,,99.09,61.59,438.64,695.61,245.12,1540.05,On-Peak
22/2/2023 14:30,1532.29,,99.12,61.64,437.56,690.37,243.6,1532.29,On-Peak
22/2/2023 14:45,1521.83,,99.09,61,433.74,687.72,240.28,1521.83,On-Peak
22/2/2023 15:00,1526.33,,99.04,61.27,435.19,688.68,242.15,1526.33,On-Peak
22/2/2023 15:15,1516.99,,99.13,61.68,430.97,686.65,238.56,1516.99,On-Peak
22/2/2023 15:30,1526.49,,99.06,61.27,432.25,694.11,239.8,1526.49,On-Peak
22/2/2023 15:45,1534.38,,99.03,61.14,438.04,692.59,243.58,1534.38,On-Peak
22/2/2023 16:00,1538.96,,99.02,61.77,439.24,694.39,244.54,1538.96,On-Peak
22/2/2023 16:15,1511.78,,98.99,61.65,426.49,688.48,236.17,1511.78,On-Peak
22/2/2023 16:30,1492.2,,98.98,61.14,420.83,679.06,232.19,1492.2,On-Peak
22/2/2023 16:45,1511.12,,98.85,61.66,428.73,686.03,235.85,1511.12,On-Peak
22/2/2023 17:00,1486.39,,98.87,61.92,421.36,672.67,231.57,1486.39,On-Peak
22/2/2023 17:15,1460.89,,98.88,61.22,415.07,658.63,227.09,1460.89,On-Peak
22/2/2023 17:30,1436.1,,98.74,61.48,408.34,645.44,222.1,1436.1,On-Peak
22/2/2023 17:45,1429.36,,98.74,62.01,408.78,638.96,220.87,1429.36,On-Peak
22/2/2023 18:00,1091.93,,98.14,63.99,347.71,385.27,196.82,1091.93,On-Peak
22/2/2023 18:15,663.74,,90.5,59.9,224.62,138.94,149.78,663.74,On-Peak
22/2/2023 18:30,657.21,,89.97,60.03,221.49,138.38,147.34,657.21,On-Peak
22/2/2023 18:45,643.83,,89.93,58.23,215.81,136.15,143.71,643.83,On-Peak
22/2/2023 19:00,639.91,,89.74,57.63,213.84,136.09,142.61,639.91,On-Peak
22/2/2023 19:15,635.02,,89.72,57.97,210.67,135.79,140.87,635.02,On-Peak
22/2/2023 19:30,626.3,,89.84,58.25,204.68,136.37,137.16,626.3,On-Peak
22/2/2023 19:45,621.59,,89.79,57.61,202.85,135.93,135.41,621.59,On-Peak
22/2/2023 20:00,614.98,,89.5,57.68,199.44,136.02,132.34,614.98,On-Peak
22/2/2023 20:15,607.45,,89.4,58.2,194.94,135.74,129.17,607.45,On-Peak
22/2/2023 20:30,604.79,,89.02,57.88,194.28,135.76,127.85,604.79,On-Peak
22/2/2023 20:45,580.78,,88.77,57.57,180.14,136.21,118.09,580.78,On-Peak
22/2/2023 21:00,556.38,,88.67,58.13,165.61,135.92,108.05,556.38,On-Peak
22/2/2023 21:15,514.26,,88.55,58.16,131.78,136.25,99.52,514.26,On-Peak
22/2/2023 21:30,252.01,,69.79,88.29,11.44,63.4,19.09,252.01,On-Peak
22/2/2023 21:45,170.95,,51.75,109.92,6.46,1.91,0.91,170.95,On-Peak
22/2/2023 22:00,,134.88,8.42,117.05,6.44,2.08,0.89,134.88,Off-Peak
22/2/2023 22:15,,133.45,6.99,117.07,6.46,2.04,0.89,133.45,Off-Peak
22/2/2023 22:30,,133.36,6.99,117.97,5.85,2.02,0.53,133.36,Off-Peak
22/2/2023 22:45,,133.24,6.48,117.81,6.43,2.02,0.5,133.24,Off-Peak
22/2/2023 23:00,,131.59,5.55,117.83,5.79,1.99,0.43,131.59,Off-Peak
22/2/2023 23:15,,131.5,5.84,116.94,6.38,1.86,0.48,131.5,Off-Peak
22/2/2023 23:30,,131.99,5.94,117.61,5.77,2.26,0.41,131.99,Off-Peak
22/2/2023 23:45,,129.78,5.96,115.12,6.48,1.8,0.42,129.78,Off-Peak
23/2/2023 0:00,,120.62,5.93,106.36,5.78,2.11,0.44,120.62,Off-Peak
23/2/2023 0:15,,119.97,5.95,105.12,6.49,2.07,0.34,119.97,Off-Peak
23/2/2023 0:30,,118.09,5.93,104.12,5.8,1.71,0.53,118.09,Off-Peak
23/2/2023 0:45,,120.85,6.39,105.31,6.46,2.44,0.25,120.85,Off-Peak
23/2/2023 1:00,,117.49,7.37,102.25,5.79,1.46,0.62,117.49,Off-Peak
23/2/2023 1:15,,119.24,7.33,103.04,6.37,2.37,0.13,119.24,Off-Peak
23/2/2023 1:30,,118.56,7.36,102.87,5.8,1.8,0.73,118.56,Off-Peak
23/2/2023 1:45,,118.6,7.36,102.99,6.29,1.96,0,118.6,Off-Peak
23/2/2023 2:00,,120.09,7.37,103.69,5.95,2.19,0.89,120.09,Off-Peak
23/2/2023 2:15,,118.38,7.36,103.16,6.2,1.66,0,118.38,Off-Peak
23/2/2023 2:30,,119.56,7.38,103.17,6.03,2.25,0.73,119.56,Off-Peak
23/2/2023 2:45,,118.8,7.37,103.25,6.12,1.9,0.16,118.8,Off-Peak
23/2/2023 3:00,,119.4,7.37,103.32,6.13,2.01,0.57,119.4,Off-Peak
23/2/2023 3:15,,117.9,7.35,102.24,6.03,1.97,0.31,117.9,Off-Peak
23/2/2023 3:30,,118.56,7.31,102.66,6.24,1.96,0.39,118.56,Off-Peak
23/2/2023 3:45,,119.44,7.33,103.6,5.92,2.09,0.5,119.44,Off-Peak
23/2/2023 4:00,,119.19,7.37,103.2,6.38,2.02,0.22,119.19,Off-Peak
23/2/2023 4:15,,119.33,7.33,103.63,5.77,1.92,0.68,119.33,Off-Peak
23/2/2023 4:30,,119.39,7.33,103.59,6.5,1.93,0.04,119.39,Off-Peak
23/2/2023 4:45,,119.07,7.34,103,5.77,2.11,0.85,119.07,Off-Peak
23/2/2023 5:00,,118.78,7.34,103.16,6.34,1.94,0,118.78,Off-Peak
23/2/2023 5:15,,122.13,7.36,106.01,5.92,2.1,0.74,122.13,Off-Peak
23/2/2023 5:30,,250.98,30.36,120.98,42.4,49.59,7.65,250.98,Off-Peak
23/2/2023 5:45,,993.24,96.77,382.57,126.88,276.5,110.52,993.24,Off-Peak
23/2/2023 6:00,,1313.39,98.17,375.41,131.22,533.13,175.46,1313.39,Off-Peak
23/2/2023 6:15,,1258.04,98.24,339.64,133.55,521.29,165.32,1258.04,Off-Peak
23/2/2023 6:30,,1206.41,98.38,314.09,133.2,500.44,160.3,1206.41,Off-Peak
23/2/2023 6:45,,1207.46,98.13,313.15,133.78,502.03,160.37,1207.46,Off-Peak
23/2/2023 7:00,,1226.27,98.09,317.59,133.18,513.36,164.05,1226.27,Off-Peak
23/2/2023 7:15,,1311.61,98.11,348.64,133.85,554.59,176.42,1311.61,Off-Peak
23/2/2023 7:30,,1318.74,98.17,354.03,133.09,556.45,177,1318.74,Off-Peak
23/2/2023 7:45,,1326.24,98.24,357.04,133.36,560,177.6,1326.24,Off-Peak
23/2/2023 8:00,,1335.69,98.67,360.25,132.6,564.82,179.35,1335.69,Off-Peak
23/2/2023 8:15,,1385.65,98.88,386.26,132.95,577.9,189.66,1385.65,Off-Peak
23/2/2023 8:30,,1445.8,98.97,411.6,132.47,603.99,198.77,1445.8,Off-Peak
23/2/2023 8:45,,1461.92,99.08,418.85,132.65,610.5,200.84,1461.92,Off-Peak
23/2/2023 9:00,1467.17,,99.1,421.02,132.72,612.57,201.76,1467.17,On-Peak
23/2/2023 9:15,1501.58,,99.15,432.25,132.7,631.11,206.37,1501.58,On-Peak
23/2/2023 9:30,1532.17,,99.45,444.93,132.87,644.64,210.28,1532.17,On-Peak
23/2/2023 9:45,1513.79,,99.42,440.28,132.49,633.91,207.69,1513.79,On-Peak
23/2/2023 10:00,1552.35,,99.46,450.73,133.15,655.43,213.58,1552.35,On-Peak
23/2/2023 10:15,1598.01,,99.61,469.22,132.51,675.86,220.81,1598.01,On-Peak
23/2/2023 10:30,1587.86,,99.68,469.14,133.13,667.17,218.74,1587.86,On-Peak
23/2/2023 10:45,1576.11,,99.77,464,132.38,662.27,217.69,1576.11,On-Peak
23/2/2023 11:00,1616.82,,99.81,479.15,133.06,682.14,222.66,1616.82,On-Peak
23/2/2023 11:15,1630.61,,99.85,489.1,132.53,683.56,225.57,1630.61,On-Peak
23/2/2023 11:30,1617.42,,99.86,485.02,132.67,675.57,224.3,1617.42,On-Peak
23/2/2023 11:45,1598.95,,99.89,475.09,132.55,671.2,220.22,1598.95,On-Peak
23/2/2023 12:00,1592.27,,99.78,471.88,132.65,668.21,219.75,1592.27,On-Peak
23/2/2023 12:15,1617.65,,99.79,479.37,132.77,681.61,224.11,1617.65,On-Peak
23/2/2023 12:30,1608.38,,99.74,481.75,132.39,671.2,223.3,1608.38,On-Peak
23/2/2023 12:45,1557.8,,99.74,459.13,132.81,650.75,215.37,1557.8,On-Peak
23/2/2023 13:00,1590.72,,99.74,467.92,131.97,670.51,220.58,1590.72,On-Peak
23/2/2023 13:15,1627.51,,99.75,483.07,132.79,687.56,224.34,1627.51,On-Peak
23/2/2023 13:30,1622.51,,99.73,488.89,132.19,677.08,224.62,1622.51,On-Peak
23/2/2023 13:45,1615.06,,99.73,481.37,132.76,677.83,223.37,1615.06,On-Peak
23/2/2023 14:00,1627.74,,99.6,487.06,132.37,681.38,227.33,1627.74,On-Peak
23/2/2023 14:15,1629.79,,99.66,489.45,132.23,681.07,227.38,1629.79,On-Peak
23/2/2023 14:30,1622.9,,99.63,485.03,132.27,681.34,224.63,1622.9,On-Peak
23/2/2023 14:45,1608.31,,99.65,478.17,132.18,675.49,222.82,1608.31,On-Peak
23/2/2023 15:00,1684.01,,99.59,524.62,132.67,687.14,239.99,1684.01,On-Peak
23/2/2023 15:15,1656.76,,99.73,508.29,132.21,684.89,231.64,1656.76,On-Peak
23/2/2023 15:30,1643.18,,99.74,499.06,132.78,683.43,228.17,1643.18,On-Peak
23/2/2023 15:45,1644.29,,99.75,497.71,132.3,685.77,228.76,1644.29,On-Peak
23/2/2023 16:00,1638.2,,99.73,496.96,132.68,682.05,226.78,1638.2,On-Peak
23/2/2023 16:15,1590.37,,99.69,474.76,132.38,665.54,218,1590.37,On-Peak
23/2/2023 16:30,1603.7,,99.57,475.06,132.56,675.33,221.18,1603.7,On-Peak
23/2/2023 16:45,1622.32,,99.54,486.49,132.57,678.71,225.01,1622.32,On-Peak
23/2/2023 17:00,1579.96,,99.57,470.36,132.24,660.1,217.69,1579.96,On-Peak
23/2/2023 17:15,1513.25,,99.48,446.29,132.42,626.28,208.78,1513.25,On-Peak
23/2/2023 17:30,1478.43,,99.51,429.03,131.93,614.25,203.71,1478.43,On-Peak
23/2/2023 17:45,1514.36,,99.58,440.12,132.83,632.43,209.4,1514.36,On-Peak
23/2/2023 18:00,979.27,,95.02,469.28,84.16,118.7,212.11,979.27,On-Peak
23/2/2023 18:15,739.29,,90.49,356.6,74.12,44.06,174.02,739.29,On-Peak
23/2/2023 18:30,691.24,,90.42,318.74,73.75,43.85,164.48,691.24,On-Peak
23/2/2023 18:45,679.1,,90.4,309.02,73.98,43.78,161.92,679.1,On-Peak
23/2/2023 19:00,678.99,,90.37,308.26,73.96,43.93,162.47,678.99,On-Peak
23/2/2023 19:15,669.37,,90.17,301.55,73.84,43.39,160.42,669.37,On-Peak
23/2/2023 19:30,653.04,,90.24,289.4,74.2,43.56,155.64,653.04,On-Peak
23/2/2023 19:45,649.57,,90.12,287.41,73.7,43.42,154.92,649.57,On-Peak
23/2/2023 20:00,558.34,,89.57,201.37,74.34,41.22,151.84,558.34,On-Peak
23/2/2023 20:15,455.31,,89.56,104.81,74.05,37.99,148.9,455.31,On-Peak
23/2/2023 20:30,447.9,,89.34,100.75,74.78,38.14,144.89,447.9,On-Peak
23/2/2023 20:45,435.48,,88.97,94.67,74.34,38.29,139.21,435.48,On-Peak
23/2/2023 21:00,424.35,,88.82,89.49,74.65,37.94,133.45,424.35,On-Peak
23/2/2023 21:15,409.23,,88.68,84.19,74.57,38.56,123.23,409.23,On-Peak
23/2/2023 21:30,222.13,,61.88,108.72,29.98,13.22,8.33,222.13,On-Peak
23/2/2023 21:45,168.5,,47.46,111.8,6.23,2.1,0.91,168.5,On-Peak
23/2/2023 22:00,,125.14,2.58,113.84,5.79,2.04,0.89,125.14,Off-Peak
23/2/2023 22:15,,125.28,1.69,114.54,6.41,1.77,0.87,125.28,Off-Peak
23/2/2023 22:30,,125.03,1.69,114.95,5.75,2.28,0.36,125.03,Off-Peak
23/2/2023 22:45,,124.21,1.07,114.29,6.4,1.79,0.66,124.21,Off-Peak
23/2/2023 23:00,,122.9,0,114.46,5.88,2.25,0.31,122.9,Off-Peak
23/2/2023 23:15,,123.98,0,115.32,6.22,1.87,0.57,123.98,Off-Peak
23/2/2023 23:30,,123.1,0,114.78,6.08,1.91,0.33,123.1,Off-Peak
23/2/2023 23:45,,123.43,0,114.77,6.06,2.14,0.46,123.43,Off-Peak
24/2/2023 0:00,,119.92,0,111.39,6.27,1.83,0.43,119.92,Off-Peak
24/2/2023 0:15,,117.86,0,109.48,5.88,2.21,0.29,117.86,Off-Peak
24/2/2023 0:30,,117.3,0,108.45,6.37,1.87,0.61,117.3,Off-Peak
24/2/2023 0:45,,118.33,0.54,109.94,5.75,2,0.1,118.33,Off-Peak
24/2/2023 1:00,,120.71,1.68,109.8,6.42,2.02,0.79,120.71,Off-Peak
24/2/2023 1:15,,119.37,1.68,109.99,5.82,1.88,0,119.37,Off-Peak
24/2/2023 1:30,,121.25,1.69,110.34,6.25,2.15,0.82,121.25,Off-Peak
24/2/2023 1:45,,119.36,1.68,109.69,5.98,1.94,0.07,119.36,Off-Peak
24/2/2023 2:00,,119.76,1.68,109.27,6.07,2.08,0.66,119.76,Off-Peak
24/2/2023 2:15,,119.58,1.68,109.69,6.13,1.87,0.21,119.58,Off-Peak
24/2/2023 2:30,,118.39,1.68,108.44,5.83,1.92,0.52,118.39,Off-Peak
24/2/2023 2:45,,118.52,1.68,108.13,6.32,2.05,0.34,118.52,Off-Peak
24/2/2023 3:00,,118.21,1.68,108.44,5.7,2.02,0.37,118.21,Off-Peak
24/2/2023 3:15,,118.68,1.68,108.1,6.36,1.97,0.57,118.68,Off-Peak
24/2/2023 3:30,,118.2,1.68,108.56,5.8,1.96,0.2,118.2,Off-Peak
24/2/2023 3:45,,120.67,1.68,110.24,6.16,1.9,0.69,120.67,Off-Peak
24/2/2023 4:00,,119.81,1.68,110.15,5.98,1.97,0.03,119.81,Off-Peak
24/2/2023 4:15,,121.01,1.68,110.4,5.96,2.1,0.87,121.01,Off-Peak
24/2/2023 4:30,,120.93,1.67,111.19,6.16,1.91,0,120.93,Off-Peak
24/2/2023 4:45,,121.39,1.67,111.13,5.78,2.08,0.73,121.39,Off-Peak
24/2/2023 5:00,,120.88,1.67,110.84,6.34,1.87,0.16,120.88,Off-Peak
24/2/2023 5:15,,123.86,1.66,114.08,5.7,1.87,0.55,123.86,Off-Peak
24/2/2023 5:30,,408.05,41.1,136.98,41.4,188.24,0.33,408.05,Off-Peak
24/2/2023 5:45,,1054.82,98.84,61.29,198.56,612.6,83.53,1054.82,Off-Peak
24/2/2023 6:00,,1202.25,98.21,61.53,290.24,601.14,151.13,1202.25,Off-Peak
24/2/2023 6:15,,1155.57,98.41,61.52,281.08,571.08,143.48,1155.57,Off-Peak
24/2/2023 6:30,,1126.92,98.38,61.04,270.54,558.25,138.71,1126.92,Off-Peak
24/2/2023 6:45,,1134.8,98.14,61.41,271.2,563.81,140.24,1134.8,Off-Peak
24/2/2023 7:00,,1173.05,98.04,61.54,280.68,585.42,147.37,1173.05,Off-Peak
24/2/2023 7:15,,1219.63,98.21,61.05,295.92,608.94,155.51,1219.63,Off-Peak
24/2/2023 7:30,,1208.54,98.2,61.17,291.4,604.55,153.22,1208.54,Off-Peak
24/2/2023 7:45,,1249.84,98.32,61.56,302.98,625.5,161.48,1249.84,Off-Peak
24/2/2023 8:00,,1247.2,98.7,61.22,303,624.35,159.93,1247.2,Off-Peak
24/2/2023 8:15,,1300.63,98.97,61.15,317.29,652.27,170.95,1300.63,Off-Peak
24/2/2023 8:30,,1327.69,99.2,61.74,324.21,666.37,176.17,1327.69,Off-Peak
24/2/2023 8:45,,1347.08,99.47,61.57,330.44,675.81,179.79,1347.08,Off-Peak
24/2/2023 9:00,1340.88,,99.64,61.02,327.28,673.6,179.34,1340.88,On-Peak
24/2/2023 9:15,1368.86,,99.76,61.44,332.37,690.32,184.97,1368.86,On-Peak
24/2/2023 9:30,1419.56,,99.99,61.59,346.99,716.52,194.47,1419.56,On-Peak
24/2/2023 9:45,1401.13,,99.86,61.09,344.85,704.24,191.09,1401.13,On-Peak
24/2/2023 10:00,1406.32,,99.92,61.29,344.07,708.35,192.69,1406.32,On-Peak
24/2/2023 10:15,1456.24,,100.08,61.65,355.22,736.94,202.35,1456.24,On-Peak
24/2/2023 10:30,1457.2,,100.03,61.28,357,736.13,202.76,1457.2,On-Peak
24/2/2023 10:45,1444.1,,98.97,61.01,353.91,729.53,200.68,1444.1,On-Peak
24/2/2023 11:00,1464.13,,98.64,61.63,357.28,741.32,205.26,1464.13,On-Peak
24/2/2023 11:15,1493.75,,98.69,61.39,365.41,758.93,209.33,1493.75,On-Peak
24/2/2023 11:30,1472.49,,98.76,60.99,363.13,742.43,207.18,1472.49,On-Peak
24/2/2023 11:45,1463.56,,98.77,61.36,357.83,741.2,204.4,1463.56,On-Peak
24/2/2023 12:00,1462.8,,98.79,61.57,357,742.92,202.52,1462.8,On-Peak
24/2/2023 12:15,1458.21,,98.74,60.98,355.16,740.55,202.78,1458.21,On-Peak
24/2/2023 12:30,1450.17,,98.7,61.05,352.89,736.1,201.43,1450.17,On-Peak
24/2/2023 12:45,1435.44,,98.67,61.6,349.22,727.07,198.88,1435.44,On-Peak
24/2/2023 13:00,1429.95,,98.63,61.18,347.16,725.49,197.49,1429.95,On-Peak
24/2/2023 13:15,1427.74,,98.71,61.01,347.98,724.45,195.59,1427.74,On-Peak
24/2/2023 13:30,1436.98,,98.72,61.55,348.47,729.25,198.99,1436.98,On-Peak
24/2/2023 13:45,1436.29,,98.64,61.55,349.4,728.47,198.23,1436.29,On-Peak
24/2/2023 14:00,1428.23,,99.04,60.95,346.74,726.19,195.31,1428.23,On-Peak
24/2/2023 14:15,1428.66,,102.13,61.18,344.63,725.14,195.58,1428.66,On-Peak
24/2/2023 14:30,1441.52,,102.07,61.64,347.73,731.5,198.58,1441.52,On-Peak
24/2/2023 14:45,1455.54,,102,61.15,354.15,735.68,202.56,1455.54,On-Peak
24/2/2023 15:00,1462.64,,101.58,60.94,355.19,742.08,202.85,1462.64,On-Peak
24/2/2023 15:15,1429.16,,101.4,61.66,348.63,721.85,195.62,1429.16,On-Peak
24/2/2023 15:30,1426.48,,100.45,61.43,345.2,723.15,196.25,1426.48,On-Peak
24/2/2023 15:45,1473.93,,99.74,60.95,358.59,749.17,205.48,1473.93,On-Peak
24/2/2023 16:00,1458.31,,100.61,61.33,356.22,738.62,201.53,1458.31,On-Peak
24/2/2023 16:15,1416.82,,100.45,61.65,346.29,714.34,194.09,1416.82,On-Peak
24/2/2023 16:30,1443.39,,100.49,61.06,350,732.29,199.55,1443.39,On-Peak
24/2/2023 16:45,1463.83,,100.33,61.21,356.42,742.52,203.35,1463.83,On-Peak
24/2/2023 17:00,1414.46,,100.41,61.68,345.81,712.13,194.43,1414.46,On-Peak
24/2/2023 17:15,1383.3,,100.3,61.24,337.7,696.29,187.77,1383.3,On-Peak
24/2/2023 17:30,1394.48,,100.71,61.01,339.02,705.17,188.57,1394.48,On-Peak
24/2/2023 17:45,1413.86,,100.24,61.62,344.27,714.95,192.78,1413.86,On-Peak
24/2/2023 18:00,1041.87,,99.84,69.1,297.54,397.55,177.84,1041.87,On-Peak
24/2/2023 18:15,676.78,,97.52,66.04,228.59,137.97,146.66,676.78,On-Peak
24/2/2023 18:30,652.28,,96.78,66.3,214,137.27,137.93,652.28,On-Peak
24/2/2023 18:45,651.77,,96.79,66.64,213.15,138.01,137.18,651.77,On-Peak
24/2/2023 19:00,650.44,,96.69,66.08,212.94,137.74,136.99,650.44,On-Peak
24/2/2023 19:15,648.03,,96.52,66.01,212.11,137.77,135.62,648.03,On-Peak
24/2/2023 19:30,649.35,,96.58,66.56,212.39,137.99,135.83,649.35,On-Peak
24/2/2023 19:45,709.64,,109.69,82.37,221.51,147.65,148.42,709.64,On-Peak
24/2/2023 20:00,718.01,,111.73,83.35,220.25,153.06,149.62,718.01,On-Peak
24/2/2023 20:15,636.84,,96.12,66.42,206.22,137.41,130.67,636.84,On-Peak
24/2/2023 20:30,624.9,,95.73,66.57,199.59,137.66,125.35,624.9,On-Peak
24/2/2023 20:45,594.91,,95.36,66,182.55,138.09,112.91,594.91,On-Peak
24/2/2023 21:00,574.97,,95,66.26,172.23,137.19,104.29,574.97,On-Peak
24/2/2023 21:15,414.6,,88.98,72.44,58.72,128.76,65.7,414.6,On-Peak
24/2/2023 21:30,153.51,,51.43,92.8,6.59,1.81,0.88,153.51,On-Peak
24/2/2023 21:45,168.84,,50.29,109.14,6.54,1.98,0.89,168.84,On-Peak
24/2/2023 22:00,,130.05,7.59,112.75,6.55,2.27,0.89,130.05,Off-Peak
24/2/2023 22:15,,126.97,5.55,112.62,6.3,1.61,0.89,126.97,Off-Peak
24/2/2023 22:30,,126.5,5.55,112.01,6.3,2.46,0.18,126.5,Off-Peak
24/2/2023 22:45,,125.95,5.55,111.71,6.15,1.67,0.87,125.95,Off-Peak
24/2/2023 23:00,,125.92,5.92,111.42,6.38,2.11,0.09,125.92,Off-Peak
